"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Dark Command",1940,94,1000000,6.4,301,4.5,4.5,4.5,4.5,14.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,0,0,1,0
"Dark Crystal, The",1982,93,15000000,6.9,6531,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,0,0,0,0
"Dark Half, The",1993,122,15000000,5.5,1757,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Dark Heaven",2002,87,80000,2.4,47,44.5,14.5,4.5,0,0,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Dark Manhattan",1937,70,24900,5.1,11,4.5,0,0,14.5,14.5,4.5,4.5,24.5,0,4.5,"",0,0,0,1,0,0,0
"Dark Star",1974,83,60000,6.6,3527,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,1,0,0,0,0
"Darklands",1996,90,750000,4,103,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Darkman",1990,96,16000000,6.1,6130,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0
"Darkness Falls",2003,86,11000000,4.5,4928,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Darkness Minus Twelve",2004,12,4400,8.9,8,14.5,0,0,0,0,0,0,0,0,84.5,"",1,0,0,0,0,0,1
"Darling Lili",1970,107,25000000,5.9,287,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Date, The",2004,12,3000,9.2,11,4.5,0,0,0,0,0,0,0,0,94.5,"",0,0,0,0,0,0,1
"Daughter of the Sun",1962,60,11000,1.2,9,64.5,24.5,14.5,0,0,0,0,0,0,0,"",0,0,1,0,0,0,0
"Daughters of Satan",1972,90,275000,3.2,77,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"David & Dee",2004,18,50000,8.6,17,14.5,0,0,0,0,4.5,0,0,4.5,74.5,"",0,1,1,0,0,0,1
"David Nelson Live",2000,42,0,9.7,6,0,0,0,0,0,0,0,14.5,0,84.5,"",0,0,1,0,0,0,1
"David Searching",1997,101,22500,7.3,34,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Dawn of the Dead",1978,139,1500000,7.7,12621,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",1,0,0,1,0,0,0
"Dawn of the Dead",2004,109,28000000,7.4,16283,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Dawn of the Friend",2004,22,10000,6.2,11,4.5,0,0,0,0,0,0,4.5,14.5,64.5,"",0,0,1,0,0,0,1
"Day After Tomorrow, The",2004,124,125000000,6.3,23749,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Day Without a Mexican, A",2004,100,1500000,5,561,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Day of Defense",2003,102,500000,3,8,45.5,0,24.5,0,0,0,0,0,0,24.5,"PG",0,0,0,1,0,0,0
"Day of Independence",2003,27,200000,2.8,11,14.5,0,4.5,4.5,0,0,4.5,0,14.5,34.5,"",0,0,0,0,0,0,1
"Day of the Animals",1977,97,1200000,4.2,158,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Day of the Dead",1985,97,3500000,6.5,5053,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0
"Day of the Dolphin, The",1973,104,8500000,5.6,397,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Day of the Fight",1951,16,3900,6.1,272,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,24.5,"",0,0,0,0,1,0,1
"Day the Earth Stood Still, The",1951,85,960000,8.1,10148,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Day the World Ended",1956,79,96000,4.7,241,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Dayereh",2000,90,10000,7.1,755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Daylight",1996,110,80000000,5.4,6979,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Days of Thunder",1990,107,60000000,5.4,9660,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,1,0,1,0
"Dead & Buried",1981,94,3000000,6.1,614,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Dead Babies",2000,100,1000000,4.3,172,14.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Dead End",1937,93,900000,7.5,750,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Dead End Road",2004,94,100000,5.8,5,0,24.5,0,24.5,0,24.5,0,24.5,24.5,0,"",1,0,0,0,0,0,0
"Dead Hate the Living!, The",2000,90,150000,4.3,496,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Dead Heat",1988,86,5000000,4.8,470,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",1,0,1,0,0,0,0
"Dead Heat on a Merry-Go-Round",1966,104,2000000,6,167,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,1,0,0,0
"Dead Man",1995,120,9000000,7.6,10097,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,0,0,0,0
"Dead Man Walking",1995,122,11000000,7.6,16177,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Dead Man on Campus",1998,96,14000000,5.4,2829,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Dead Man's Curve",1998,90,1000000,5.7,1241,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Dead Next Door, The",1988,84,75000,4.8,275,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Dead Poets Society",1989,128,16400000,7.7,43294,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Dead Presidents",1995,119,15000000,6.3,2641,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Dead Ringer",1964,115,1200000,6.8,430,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0
"Dead Soul: A Fairy Tale",2001,30,8000,5,6,45.5,0,0,0,0,0,0,14.5,14.5,14.5,"",0,0,0,1,0,0,1
"Dead Zone, The",1983,103,10000000,7.2,6338,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Dead of Night",1974,88,235000,6,206,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Deadfall",2000,86,13000,5.4,26,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Deadly Blessing",1981,100,2500000,4.5,308,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Deadly Harvest",1977,87,250000,5,35,4.5,4.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Deadly Stingers",2003,73,150000,5.5,15,24.5,0,0,0,4.5,24.5,0,4.5,4.5,34.5,"",1,0,1,0,0,0,0
"Death 4 Told",2004,96,85000,1.7,45,24.5,14.5,4.5,0,4.5,0,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Death Becomes Her",1992,99,55000000,5.6,9887,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Death Bed: The Bed That Eats",1977,80,30000,6.1,55,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"Death Race 2000",1975,79,300000,5.8,2909,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0
"Death and the Compass",1992,96,3500000,6,115,4.5,4.5,4.5,4.5,4.5,24.5,4.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Death of Daniel Whately, The",2004,111,5000,6.6,5,24.5,0,0,0,0,24.5,24.5,0,24.5,24.5,"",0,0,0,1,0,0,0
"Death to Smoochy",2002,109,55000000,6.3,8003,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Death, Can I Buy You a Drink?",2004,22,50000,8.9,15,0,0,0,0,0,0,0,24.5,45.5,24.5,"",0,0,0,1,0,0,1
"Deathrow Gameshow",1987,83,200000,3.8,57,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,24.5,"",0,0,1,0,0,0,0
"Debtors, The",1999,90,14000000,6.9,38,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,1,0,0,0,0
"Decay",1998,80,15000,6.5,8,34.5,0,0,0,0,14.5,0,0,24.5,24.5,"",1,0,0,1,0,0,0
"Decision",1995,90,5000,8,6,14.5,0,0,0,0,0,14.5,0,0,64.5,"",0,0,0,0,0,0,0
"Decline of Western Civilization Part II: The Metal Years, The",1988,93,500000,6.6,297,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,0,1,0,0
"Decline of Western Civilization, The",1981,100,100000,7.3,296,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,0,0,1,0,0
"Deconstructing Harry",1997,96,20000000,7.1,7342,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Decoys",2004,95,5000000,4.2,580,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Deep Blue",2003,91,5000000,7.2,363,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,0,1,0,0
"Deep Blue Sea",1999,105,78000000,5.5,17666,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Deep End of the Ocean, The",1999,106,40000000,5.9,2890,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Deep End, The",2001,101,3000000,6.8,3524,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Deep Impact",1998,120,75000000,5.9,22684,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Deep Rising",1998,97,45000000,5.4,4626,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Deep Throat",1972,67,22000,5.1,1097,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"",0,0,0,0,0,0,0
"Deep, The",1977,123,9000000,5.8,1565,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Deer Hunter, The",1978,183,15000000,8.1,28210,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Defender, The",2004,90,6000000,6.3,58,14.5,4.5,4.5,4.5,0,14.5,4.5,14.5,14.5,34.5,"R",1,0,0,0,0,0,0
"Defilers, The",1965,69,11000,4.8,49,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Defining Reason",2003,5,2000,8.3,6,0,0,0,0,14.5,0,0,34.5,14.5,34.5,"",0,0,0,0,0,0,1
"Delayed",2002,103,20000,2.6,18,24.5,4.5,4.5,14.5,0,0,4.5,0,34.5,14.5,"",0,0,1,1,0,0,0
"Delicate Delinquent, The",1957,101,460000,5.9,161,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Delinquents, The",1957,72,65000,4.8,33,4.5,4.5,4.5,14.5,14.5,34.5,14.5,0,4.5,4.5,"",0,0,0,1,0,0,0
"Deliverance",1972,109,2000000,7.8,14417,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Delivered",1998,93,1000000,5.1,73,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Dellamorte Dellamore",1994,105,4000000,7.3,2313,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",0,0,1,0,0,1,0
"Delusion",1991,88,1000000,6,242,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,"",0,0,0,0,0,0,0
"Dementia 13",1963,75,30000,5.4,641,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Dementia: An Experiment in Terror",2004,85,300000,8.9,10,0,0,0,0,0,14.5,0,14.5,45.5,34.5,"",0,0,0,0,0,0,0
"Demetrius and the Gladiators",1954,101,4500000,6.3,374,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Demo Crew, The",2001,108,100000,2.5,23,34.5,0,0,4.5,4.5,4.5,4.5,0,4.5,24.5,"",1,0,0,1,0,0,0
"Demolitionist, The",1995,100,1000000,4.1,238,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Demon Knight",1995,92,12000000,6,2215,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Demoni",1985,88,1800000,5.7,1188,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Demonium",2001,85,2200000,3.7,55,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Denial",1998,93,5000000,5.3,285,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0
"Dentist II, The",1998,100,1800000,4.1,401,14.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Derailed",2002,89,18000000,3.4,1075,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Deranged",1974,78,200000,6.2,306,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"",0,0,0,0,0,0,0
"Derniers feux",2004,8,50000,9.7,6,0,0,0,0,0,0,0,0,34.5,64.5,"",0,0,0,1,0,0,1
"Dersu Uzala",1975,141,4000000,8.1,2565,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0
"Desecration",1999,88,150000,4.3,97,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Desert Hearts",1985,96,350000,6.4,608,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,1,0
"Deserter, The",2003,75,35000,8,7,0,0,0,0,0,0,24.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0
"Desire",1936,95,1200000,7.2,174,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,1,0,0,1,0
"Desire",1993,95,1000000,4.5,34,4.5,14.5,4.5,24.5,24.5,4.5,4.5,0,4.5,14.5,"",0,0,0,0,0,0,0
"Desperado",1995,106,7000000,6.8,17929,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Desperate Characters",1971,87,400000,5.6,42,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Desperate Hours, The",1955,112,2388000,7.4,1082,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"",0,0,0,1,0,0,0
"Desperate Living",1977,90,65000,7.1,598,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,1,0,0,0,0
"Desperately Seeking Susan",1985,104,4500000,5.6,4853,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0
"Destino",2003,7,1500000,7.8,156,0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"PG",0,1,0,0,0,0,1
"Detail, The",1997,87,200000,3.3,12,14.5,0,0,14.5,14.5,24.5,0,4.5,0,14.5,"",1,0,0,0,0,0,0
"Detective Fiction",2003,102,200000,4.9,41,4.5,0,4.5,14.5,14.5,14.5,4.5,14.5,4.5,24.5,"",0,0,0,1,0,0,0
"Detention",2003,98,10000000,4.1,223,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Deterrence",1999,101,800000,6.6,796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Detour",1945,67,30000,7.3,1114,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Detroit Rock City",1999,95,15000000,6,4607,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Deuce Bigalow: Male Gigolo",1999,88,18000000,5.6,9897,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Deuces Wild",2002,100,10000000,5.3,1511,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Devil Dogs of the Air",1935,85,350000,5.7,43,4.5,4.5,4.5,4.5,24.5,14.5,34.5,14.5,4.5,4.5,"",1,0,1,1,0,1,0
"Devil Is a Woman, The",1935,79,800000,7.3,197,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0
"Devil's Advocate, The",1997,144,57000000,7,26904,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Devil's Own, The",1997,111,80000000,5.7,8485,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Devil's Pond",2003,92,5000000,5.6,370,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Diabolik",1968,99,400000,4.7,637,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,"",1,0,0,0,0,0,0
"Dial M for Murder",1954,105,1400000,7.8,7989,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,14.5,"",0,0,0,0,0,0,0
"Diamonds Are Forever",1971,120,7200000,6.6,8738,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0
"Diary of a Mad Black Woman",2005,116,5500000,3.9,837,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"PG-13",0,0,1,1,0,0,0
"Dick",1999,94,13000000,6.3,5004,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Dick Tracy",1990,105,47000000,5.7,9939,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"",1,0,1,0,0,0,0
"Dickie Roberts: Former Child Star",2003,98,17000000,5.5,2076,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Die Another Day",2002,133,142000000,6.4,22136,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Die Hard",1988,131,28000000,8,58870,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"",1,0,0,0,0,0,0
"Die Hard 2",1990,124,70000000,6.7,22987,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,0,0,0,0,0
"Die Hard: With a Vengeance",1995,131,90000000,7,25258,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Die xue jie tou",1990,126,3500000,7.6,1805,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",1,0,0,1,0,0,0
"Different",2004,11,5000,7.5,13,0,0,0,0,0,24.5,0,4.5,4.5,64.5,"",0,0,1,0,0,0,1
"Different Loyalty, A",2004,96,13000000,5,135,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Digimon: The Movie",2000,82,5000000,3.4,455,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"PG",1,1,0,0,0,0,0
"Dilemma",1997,83,2500000,3.9,49,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0
"Dill Scallion",1999,91,500000,5.1,136,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,"PG-13",0,0,1,0,0,0,0
"Dillinger",1945,70,193000,6.3,99,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Dimensia Minds Trilogy: The Reds",2004,8,1200,9.9,15,0,0,0,0,0,0,0,0,14.5,84.5,"",0,0,0,0,0,0,1
"Diner",1982,110,5000000,7.2,3250,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,0,0
"Ding-a-ling-Less",2001,81,1000000,8.1,22,4.5,4.5,0,0,0,4.5,4.5,0,24.5,45.5,"",0,0,1,0,0,0,0
"Dinner at Eight",1933,113,435000,7.6,1031,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,1,0
"Dinosaur",2000,82,127500000,6.3,5839,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,1,0,0,0,0,0
"Dinosaurus!",1960,85,450000,4,119,14.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Diplomat, The",2002,29,77000,9,11,0,0,4.5,0,0,0,4.5,0,4.5,74.5,"",0,0,0,1,0,0,1
"Diplomatic Siege",1999,96,45000000,3.5,340,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Direct Order",2003,55,500000,5.8,6,0,0,0,14.5,14.5,0,34.5,0,14.5,14.5,"",0,0,0,0,1,0,0
"Dirigible",1931,100,650000,5.9,48,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Dirty Dancing",1987,100,6000000,5.9,14407,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,1,0
"Dirty Diamonds",2002,10,0,9.1,12,4.5,0,0,0,0,0,0,4.5,0,84.5,"",0,0,0,0,0,0,1
"Dirty Pretty Things",2002,97,10000000,7.6,6274,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Dirty Work",1998,82,13000000,5.9,4252,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Disappearance of Andy Waxman, The",2004,25,30000,8.8,5,0,0,0,24.5,0,0,0,0,0,84.5,"",0,0,0,0,0,0,1
"Disc",2003,105,2000,7.5,10,14.5,0,0,0,24.5,0,14.5,14.5,14.5,44.5,"",0,0,1,0,0,0,0
"Disciple, The",1915,50,8000,7.6,7,0,0,0,0,14.5,0,14.5,45.5,14.5,0,"",0,0,0,0,0,0,0
"Disturbing Behavior",1998,84,15000000,5.1,4620,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Divine Reality",2001,100,3000,7.1,8,24.5,0,0,0,0,0,14.5,14.5,0,45.5,"",0,0,0,1,0,0,0
"Divine Secrets of the Ya-Ya Sisterhood",2002,116,27000000,5.5,4288,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Divorce: The Musical",2002,86,1500000,3.4,8,24.5,0,14.5,14.5,14.5,0,0,0,14.5,24.5,"",0,0,1,0,0,0,0
"Divorcee, The",1930,82,340691,6.7,184,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,0,1,0,1,0
"Do the Right Thing",1989,120,6500000,7.7,9324,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,0,0
"Doctor Dolittle",1967,145,18000000,5.8,1069,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Doctor Dolittle",1998,85,71500000,5.4,8287,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Doctor Sleep",2002,108,10000000,6.2,609,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Doctor Zhivago",1965,200,11000000,7.9,10283,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,0,1,0,1,0
"Dodgeball: A True Underdog Story",2004,92,20000000,6.6,14584,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Dog of Flanders, A",1999,100,7000000,6,179,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Dogma",1999,130,10000000,7.3,43391,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Doki-Doki",2003,34,5000,7.6,38,0,0,0,0,0,4.5,4.5,4.5,24.5,64.5,"",0,0,0,1,0,1,1
